;;;;;;Temperatur;Wasserstand;Luftfeuchtigkeit;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;68;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;68;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,7;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;67;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;68;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,8;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;68;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
Temperatur;23,7;1;;;;;;;;;;;;
sensor;66;2;;;;;;;;;;;;
Luftfeuchtigkeit;59,6;3;;;;;;;;;;;;
